iter	RMSE
144	0.1002623624
145	0.1001125613
146	0.09988243224
147	0.09963475944
148	0.09943366577
149	0.09927849138
150	0.09896713557
151	0.09880523492
152	0.09859670823
153	0.09827489129
154	0.09814252823
155	0.09800404178
156	0.09780879452
157	0.09767518871
158	0.09745082381
159	0.09730529862
160	0.09716402998
161	0.09699558276
162	0.09678209476
163	0.09653593763
164	0.09638487491
165	0.09608503828
166	0.09578645683
167	0.09556441756
168	0.09528810522
169	0.09507349796
170	0.09487806239
171	0.09461860511
172	0.0944716032
173	0.09422108908
174	0.09400075136
175	0.09372311328
176	0.09363208949
177	0.09346292139
178	0.0933741987
179	0.09318032224
180	0.09303995563
181	0.09287955756
182	0.09266506444
183	0.09249432082
184	0.09224774817
185	0.0920539202
186	0.09182231353
187	0.09160711036
188	0.09141673425
189	0.09122367364
190	0.09102413484
191	0.09083337511
192	0.09080734825
193	0.09060896757
194	0.09056092978
195	0.09040602782
196	0.09032656544
197	0.09013490026
198	0.08997746753
199	0.08983970798
200	0.08950196669
201	0.08930548512
202	0.08907154706
203	0.08903224277
204	0.08892077523
205	0.08871613041
206	0.08853991022
207	0.08850123856
208	0.08831486532
209	0.08814369329
210	0.08793407084
211	0.08771852541
212	0.08756483243
213	0.0873353239
214	0.08707341915
215	0.08692250722
216	0.0867044404
217	0.08651341061
218	0.08637659014
219	0.08621052478
220	0.0860384308
221	0.08600335933
222	0.0857736061
223	0.0855880719
224	0.08538742856
225	0.08521713529
226	0.08514557409
227	0.08496354184
228	0.08476838286
229	0.08463238431
230	0.08446583169
231	0.08429212719
232	0.08413663012
233	0.08393048906
234	0.08374740265
235	0.08358588453
236	0.08345450205
237	0.0833308286
238	0.08316857842
239	0.08301553884
240	0.08298969947
241	0.08279839765
242	0.08263443682
243	0.08244161298
244	0.08229176371
245	0.0821165524
246	0.08192378904
247	0.08175172211
248	0.08159355066
249	0.08138055506
250	0.0813534419
251	0.08114390317
252	0.08112061598
253	0.08095453044
254	0.08079833186
255	0.0807398332
256	0.08054814566
257	0.08044538219
258	0.08027031234
259	0.08022327232
260	0.08004485862
261	0.07989631606
262	0.07974490352
263	0.07959426529
264	0.07942270735
265	0.07921238447
266	0.0790509976
267	0.07888113385
268	0.07885763179
269	0.07868716898
270	0.07852815185
271	0.07837725456
272	0.07817404068
273	0.07803613223
274	0.07792546703
275	0.07778081241
276	0.07776086707
277	0.07753894761
278	0.07732607009
279	0.07720764096
280	0.07707437568
281	0.0768993412
282	0.07672416936
283	0.0765852911
284	0.07638731702
285	0.07622158393
286	0.07620328154
287	0.0761855273
288	0.07606934037
289	0.07584270218
290	0.07582439777
291	0.07580738139
292	0.07566455532
293	0.07564802658
294	0.0756318986
295	0.07552632044
296	0.0754715144
297	0.07530741668
298	0.07519764933
299	0.07504796698
300	0.07503289213
301	0.07486461664
302	0.07471019893
303	0.07459982614
304	0.07446003081
305	0.07436536683
306	0.07422706859
307	0.07408219449
308	0.07398937439
309	0.07388535257
310	0.07374686324
311	0.07363171029
312	0.07347951735
313	0.07328209628
314	0.0731201297
315	0.07299722436
316	0.07284110641
317	0.07270019079
318	0.07260182092
319	0.07244696469
320	0.07228153542
321	0.07227171995
322	0.07212660286
323	0.07199441711
324	0.07189915547
325	0.07183335928
326	0.07170745735
327	0.07162977689
328	0.07145177936
329	0.07144146638
330	0.07140038511
331	0.07127755519
332	0.07116193899
333	0.07103809022
334	0.07100929086
335	0.07083101554
336	0.07080382552
337	0.07062352301
338	0.07054527568
339	0.07053596123
340	0.0703469617
341	0.07024576976
342	0.07011016973
343	0.06999298075
344	0.06989108429
345	0.06977384699
346	0.06964291335
347	0.06961784316
348	0.06942421593
349	0.0693270161
350	0.06920065757
351	0.06906802309
352	0.06894031448
353	0.06885577812
354	0.0687689515
355	0.06865700045
356	0.06856488328
357	0.06850459465
358	0.06838359123
359	0.06819257727
360	0.06808990599
361	0.06793316844
362	0.06777886721
363	0.06768887143
364	0.0675486931
365	0.06739806288
366	0.06731788191
367	0.06720406212
368	0.0671089006
369	0.06697844258
370	0.06687379581
371	0.06681543853
372	0.06671524404
373	0.06660665347
374	0.06645451349
375	0.06630514641
376	0.06626792412
377	0.06613824813
378	0.06611252599
379	0.06596264959
380	0.06579947133
381	0.06570519718
382	0.06561000325
383	0.06555353505
384	0.06548347476
385	0.0654342489
386	0.06530200095
387	0.06516207158
388	0.06512865497
389	0.06501082053
390	0.06488952121
391	0.06485956622
392	0.06478811531
393	0.06468967453
394	0.06453738218
395	0.06442037423
396	0.06430367295
397	0.06414553147
398	0.06402940507
399	0.06394679204
400	0.06382624504
401	0.06380891017
402	0.063687385
403	0.06363818193
404	0.06361012234
405	0.06351101343
406	0.06338122064
407	0.06330004444
408	0.06320617197
409	0.06311301168
410	0.06292342315
411	0.06282699186
412	0.06269715037
413	0.06256653968
414	0.0624319113
415	0.0623651088
416	0.06222588503
417	0.06206181938
418	0.06192627772
419	0.06178906137
420	0.06172377871
421	0.06158492006
422	0.06147203524
423	0.06134729679
424	0.06125512777
425	0.06115599461
426	0.06106033958
427	0.06095841503
428	0.06084972076
429	0.06081040152
430	0.06071376833
431	0.06063370829
432	0.06052408297
433	0.06044814208
434	0.06040048955
435	0.06029772698
436	0.06023354231
437	0.06012633003
438	0.05998509055
439	0.05996939664
440	0.05986046375
441	0.05977022734
442	0.05972436498
443	0.05967285127
444	0.05958145171
445	0.05944351594
446	0.05936187591
447	0.0593124934
448	0.05918155301
449	0.05909859729
450	0.05900213598
451	0.05896543524
452	0.0588992882
453	0.05877225483
454	0.05874031645
455	0.05871582201
456	0.0586274506
457	0.05859094363
458	0.0585487373
459	0.05851274108
460	0.05840782642
461	0.05830519912
462	0.05821995536
463	0.05812752131
464	0.05809527067
465	0.05798734504
466	0.05794485101
467	0.05793918924
468	0.05789991901
469	0.05776803059
470	0.05771754955
471	0.05765138131
472	0.05755561966
473	0.05747567452
474	0.05742228665
475	0.05732440719
476	0.05719389501
477	0.0571772077
478	0.05717194916
479	0.05709200954
480	0.0569726968
481	0.05686368402
482	0.0567600082
483	0.05664377353
484	0.05652828665
485	0.05646871187
486	0.05635470682
487	0.05626139575
488	0.05625635756
489	0.05613736963
490	0.05607996828
491	0.05602784063
492	0.05593949263
493	0.05589357554
494	0.05577519244
495	0.05568394024
496	0.05559069132
497	0.05548983584
498	0.05540134543
499	0.05531567369
500	0.05522351717
501	0.05515006647
502	0.05509561501
503	0.05500123807
504	0.05491019763
505	0.05483049297
506	0.05473698103
507	0.05466394891
508	0.05463259413
509	0.05453987658
510	0.05445827238
511	0.05440574034
512	0.05434644585
513	0.05422408831
514	0.05412231092
515	0.0540487658
516	0.05399362321
517	0.0539271265
518	0.05390176612
519	0.05387777244
520	0.05384854885
521	0.05382939734
522	0.05373164323
523	0.05366249626
524	0.05355989453
525	0.05355574085
526	0.05347750547
527	0.05337130611
528	0.05326305915
529	0.05321370926
530	0.05315145212
531	0.05304481276
532	0.05295414916
533	0.05284778451
534	0.05278444007
535	0.05271264157
536	0.05262800971
537	0.05255147911
538	0.05252347669
539	0.05245513567
540	0.05235452777
541	0.05235078821
542	0.05225518898
543	0.05219736023
544	0.05214919947
545	0.05206499433
546	0.05202589603
547	0.05188493954
548	0.05181133284
549	0.0517874966
550	0.05170092822
551	0.05164213227
552	0.05157595442
553	0.05147426304
554	0.05140220699
555	0.05128321053
556	0.05125248765
557	0.0512116686
558	0.05112534203
559	0.05103922622
560	0.05101457643
561	0.05094522427
562	0.05092282397
563	0.05082819827
564	0.05079723651
565	0.05075745357
566	0.05069214682
567	0.05067299365
568	0.05065530801
569	0.05058924171
570	0.05052551204
571	0.05042926212
572	0.05037545099
573	0.05022955785
574	0.05021190709
575	0.05016727001
576	0.05009041469
577	0.05002378145
578	0.04990049703
579	0.04982743029
580	0.04975082955
581	0.04969747313
582	0.04960642329
583	0.04951616576
584	0.04950829856
585	0.04939856684
586	0.04938185229
587	0.049333275
588	0.04925737071
589	0.04919998292
590	0.04917852662
591	0.04914849953
592	0.04907527375
593	0.04900547827
594	0.04896369525
595	0.0489269281
596	0.04883121982
597	0.04881258609
598	0.04874477685
599	0.04871810134
600	0.04866854246
601	0.04862768488
602	0.04856706245
603	0.04852505898
604	0.04841705287
605	0.04840016313
606	0.04831250043
607	0.04823484172
608	0.04814456973
609	0.04808141904
610	0.04802555625
611	0.04792849554
612	0.04790870116
613	0.04781262338
614	0.04774430391
615	0.04767536677
616	0.04761724943
617	0.04755834956
618	0.0475011377
619	0.04743048446
620	0.04735770586
621	0.04727656099
622	0.04723771743
623	0.04721130665
624	0.04716872285
625	0.04709869434
626	0.04703426435
627	0.04697934037
628	0.04692420393
629	0.04685107159
630	0.04680303962
631	0.04675551219
632	0.04668153765
633	0.04662405639
634	0.04657471167
635	0.04656930351
636	0.04655446976
637	0.04647559963
638	0.04647071423
639	0.04641650776
640	0.04635753454
641	0.04626894982
642	0.04620760232
643	0.04618240581
644	0.0461361416
645	0.04613304124
646	0.04613023838
647	0.04608065584
648	0.04596227041
649	0.04590645123
650	0.04585294843
651	0.04580231844
652	0.04569025125
653	0.04565088761
654	0.04561481938
655	0.04556422898
656	0.04551033515
657	0.04547220563
658	0.04540519801
659	0.04536457686
660	0.04531417023
661	0.04525125528
662	0.04523259925
663	0.04517001864
664	0.04511777485
665	0.0450857263
666	0.04502955297
667	0.04496875899
668	0.04490677784
669	0.04484622097
670	0.04478627553
671	0.04472298342
672	0.04464143759
673	0.04457296714
674	0.04448994972
675	0.04446330007
676	0.04435219447
677	0.04427328091
678	0.04424718643
679	0.04423325596
680	0.04420141163
681	0.04414852035
682	0.04407865109
683	0.04402773042
684	0.04397794604
685	0.043923964
686	0.04386037454
687	0.04378895378
688	0.04373060145
689	0.04366791634
690	0.04362174005
691	0.04355293184
692	0.04347136119
693	0.04342238167
694	0.04334703831
695	0.04332265021
696	0.04327034198
697	0.04323960463
698	0.04318135326
699	0.04309800127
700	0.0430211697
701	0.04297653759
702	0.0429109269
703	0.04288785901
704	0.04283653547
705	0.04278729806
706	0.0427043807
707	0.04265325214
708	0.04260382764
709	0.04256006064
710	0.04249891474
711	0.04243678913
712	0.04238129105
713	0.0423267996
714	0.0422512825
715	0.0422488409
716	0.04219353108
717	0.04216475338
718	0.04209201745
719	0.04203431023
720	0.04198609017
721	0.04193657438
722	0.0418836098
723	0.04184779063
724	0.04181011831
725	0.04174665962
726	0.04168399815
727	0.04159513173
728	0.04152372958
729	0.04151648735
730	0.04142029644
731	0.04137876336
732	0.04133559013
733	0.04128756916
734	0.04123634567
735	0.04120814236
736	0.04114785253
737	0.04109181077
738	0.04102449868
739	0.04095345041
740	0.04093115287
741	0.04085957669
742	0.04081734714
743	0.04077261521
744	0.04076934973
745	0.04074502535
746	0.04068965227
747	0.04061757053
748	0.04061562185
749	0.04058814069
750	0.04054014586
751	0.04052206442
752	0.04048000162
753	0.04041963415
754	0.04036217133
755	0.04032169981
756	0.04027192535
757	0.04019459355
758	0.04013829873
759	0.04008131534
760	0.04000023569
761	0.0399807799
762	0.03994287429
763	0.03989142068
764	0.03984060869
765	0.03978205604
766	0.03972708725
767	0.03968300976
768	0.03963998905
769	0.03959490989
770	0.03957966881
771	0.03951673868
772	0.03947401698
773	0.03941115185
774	0.03938716166
775	0.03936038162
776	0.03927816552
777	0.03922911329
778	0.03917543922
779	0.03917220715
780	0.03912131676
781	0.03908469935
782	0.03904833157
783	0.03899093215
784	0.03894074559
785	0.03889857888
786	0.03884459075
787	0.03878751207
788	0.0387668382
789	0.03872733277
790	0.0386995076
791	0.03869627011
792	0.03865025591
793	0.03861215638
794	0.03856904475
795	0.03848734797
796	0.03843603129
797	0.03837663173
798	0.03833736618
799	0.03828097031
800	0.03822987978
801	0.03818382806
802	0.03814160572
803	0.03807403783
804	0.03803175607
805	0.03799086202
806	0.03798068769
807	0.0379316522
808	0.03788269211
809	0.03780887415
810	0.03775477172
811	0.03771043892
812	0.03767996408
813	0.03764259944
814	0.03760690893
815	0.03755503357
816	0.03755176595
817	0.03749322997
818	0.03744900758
819	0.03740052718
820	0.03734621825
821	0.03727689581
822	0.03724667037
823	0.0372139093
824	0.03715585838
825	0.03710835919
826	0.03702847692
827	0.03696436858
828	0.03689047227
829	0.03683327586
830	0.03679796128
831	0.03674169988
832	0.03671918496
833	0.03670932932
834	0.03668904499
835	0.03663796764
836	0.03659270203
837	0.0365632096
838	0.03651371422
839	0.03647242954
840	0.03647094814
841	0.03643672006
842	0.03639505822
843	0.03636333119
844	0.0363216882
845	0.03626983437
846	0.03622031505
847	0.03621719258
848	0.0361897388
849	0.03614464051
850	0.03614319088
851	0.03610149219
852	0.03603064075
853	0.03598445183
854	0.03596320653
855	0.03590498205
856	0.03586317063
857	0.03584591284
858	0.03580986119
859	0.03576517421
860	0.03571645182
861	0.03568166749
862	0.03565688201
863	0.03561241068
864	0.03554835084
865	0.03554574587
866	0.03552460085
867	0.03547648076
868	0.03547518654
869	0.03540390947
870	0.03535331514
871	0.03530464302
872	0.03526555764
873	0.03523989757
874	0.03519061956
875	0.03516572015
876	0.03513215425
877	0.03507731913
878	0.03504911256
879	0.03500773395
880	0.03496432126
881	0.03492758
882	0.03488379881
883	0.03486739013
884	0.0348188837
885	0.03478604287
886	0.03475202976
887	0.03470372584
888	0.03468844939
889	0.03466012125
890	0.03462606241
891	0.03455729006
892	0.03452313016
893	0.0344837615
894	0.03444005609
895	0.03441059197
896	0.03437443332
897	0.03433381408
898	0.03428241376
899	0.03422997556
900	0.03420495225
901	0.03419206364
902	0.03415642873
903	0.03411057072
904	0.03406991457
905	0.03405514579
906	0.03398493196
907	0.03395305285
908	0.0338817357
909	0.0338455234
910	0.03380175078
911	0.03375699614
912	0.03371210486
913	0.03366210687
914	0.03361135035
915	0.03356944923
916	0.03351056743
917	0.03346438337
918	0.03342951058
919	0.0334036682
920	0.03336298364
921	0.0333386123
922	0.03327573479
923	0.03322494269
924	0.03318950367
925	0.03316891416
926	0.03315401211
927	0.0331345611
928	0.03310666502
929	0.03304097978
930	0.03302786521
931	0.03298370807
932	0.03293391479
933	0.0328943567
934	0.03283133093
935	0.03281106259
936	0.03277793733
937	0.03273966056
938	0.03273798863
939	0.032690124
940	0.0326878052
941	0.03264308771
942	0.0326139537
943	0.03257264726
944	0.03251772727
945	0.03246951234
946	0.03243665598
947	0.03240956359
948	0.03239143206
949	0.03235400402
950	0.03229125633
951	0.03223985584
952	0.03219323461
953	0.03215462951
954	0.0321095356
955	0.03208061425
956	0.03205172188
957	0.03202320709
958	0.03198917943
959	0.03195751507
960	0.0319266594
961	0.03189181426
962	0.03183837822
963	0.03181221967
964	0.03176669159
965	0.03173508837
966	0.03170947892
967	0.03168571457
968	0.03163624687
969	0.03160189734
970	0.03156937095
971	0.0315470619
972	0.03150443207
973	0.03146230806
974	0.0314347871
975	0.03142555902
976	0.0313987781
977	0.03134472877
978	0.03128915844
979	0.03123198968
980	0.03119306444
981	0.03118053165
982	0.03113956266
983	0.03108324921
984	0.03106484224
985	0.03102082669
986	0.0309802199
987	0.03091331991
988	0.03087204002
989	0.0308296539
990	0.03077536309
991	0.03070241269
992	0.03066557996
993	0.03061475822
994	0.03057132789
995	0.03051586853
996	0.03050325225
997	0.03046135602
998	0.03043794754
999	0.03039139544
